GEO.display-label; Total; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr
"Tooele County, Utah";69907;35389;34518;22807;11779;11028;40697;20544;20153;6403;3066;3337;616;232;384
"Uintah County, Utah";35438;18011;17427;11754;6054;5700;19829;10104;9725;3855;1853;2002;426;181;245
"Utah County, Utah";622213;314587;307626;207710;106965;100745;366453;185632;180821;48050;21990;26060;5176;2111;3065
"Wasatch County, Utah";33240;16873;16367;10478;5394;5084;18940;9599;9341;3822;1880;1942;275;123;152
"Washington County, Utah";171700;85053;86647;44808;23173;21635;90048;44284;45764;36844;17596;19248;4288;1990;2298
"Wayne County, Utah";2690;1381;1309;657;331;326;1447;750;697;586;300;286;46;16;30
"Weber County, Utah";256359;129008;127351;72484;36895;35589;153978;78317;75661;29897;13796;16101;3339;1356;1983
"Addison County, Vermont";36973;18469;18504;6235;3270;2965;23381;11721;11660;7357;3478;3879;807;291;516
"Bennington County, Vermont";35631;17363;18268;6756;3532;3224;20713;10074;10639;8162;3757;4405;1145;444;701
"Caledonia County, Vermont";30302;15166;15136;5844;3009;2835;18104;9134;8970;6354;3023;3331;703;265;438
"Chittenden County, Vermont";164572;80692;83880;29165;15101;14064;110734;55033;55701;24673;10558;14115;3442;1124;2318
"Essex County, Vermont";6250;3131;3119;1106;563;543;3546;1750;1796;1598;818;780;179;72;107
"Franklin County, Vermont";49421;24611;24810;10949;5655;5294;30547;15229;15318;7925;3727;4198;833;287;546
"Grand Isle County, Vermont";7090;3578;3512;1278;639;639;4337;2206;2131;1475;733;742;97;33;64
"Lamoille County, Vermont";25300;12657;12643;5134;2600;2534;15773;7938;7835;4393;2119;2274;449;162;287
"Orange County, Vermont";28999;14524;14475;5316;2800;2516;17534;8839;8695;6149;2885;3264;602;225;377
"Orleans County, Vermont";26907;13501;13406;5206;2646;2560;15588;8001;7587;6113;2854;3259;695;227;468
"Rutland County, Vermont";58672;28924;29748;10438;5375;5063;35279;17597;17682;12955;5952;7003;1495;503;992
"Washington County, Vermont";58140;28773;29367;10926;5551;5375;35803;18028;17775;11411;5194;6217;1394;454;940
"Windham County, Vermont";42756;20919;21837;7636;3914;3722;25363;12482;12881;9757;4523;5234;1142;421;721
"Windsor County, Vermont";55286;26944;28342;9984;5049;4935;32417;15895;16522;12885;6000;6885;1438;545;893
"Accomack County, Virginia";32412;15817;16595;6656;3457;3199;18118;8886;9232;7638;3474;4164;886;359;527
"Albemarle County, Virginia";108718;51970;56748;21528;10932;10596;66942;32125;34817;20248;8913;11335;2866;1032;1834
"Alleghany County, Virginia";14910;7291;7619;2770;1446;1324;8458;4167;4291;3682;1678;2004;434;136;298
"Amelia County, Virginia";13013;6416;6597;2664;1380;1284;7773;3868;3905;2576;1168;1408;289;86;203
"Amherst County, Virginia";31666;15368;16298;6207;3206;3001;18758;9187;9571;6701;2975;3726;798;258;540
"Appomattox County, Virginia";15841;7692;8149;3350;1698;1652;9211;4490;4721;3280;1504;1776;343;117;226
"Arlington County, Virginia";237521;119009;118512;42959;22019;20940;169353;85528;83825;25209;11462;13747;3082;1173;1909
"Augusta County, Virginia";75457;38274;37183;14362;7312;7050;45218;23508;21710;15877;7454;8423;1773;698;1075
"Bath County, Virginia";4292;2161;2131;650;316;334;2455;1252;1203;1187;593;594;147;76;71
"Bedford County, Virginia";78747;38794;39953;15623;7981;7642;46335;22936;23399;16789;7877;8912;1679;675;1004
"Bland County, Virginia";6293;3445;2848;965;497;468;3881;2247;1634;1447;701;746;145;54;91
"Botetourt County, Virginia";33277;16494;16783;6279;3186;3093;19429;9771;9658;7569;3537;4032;754;268;486
"Brunswick County, Virginia";16384;8773;7611;2674;1336;1338;10187;5860;4327;3523;1577;1946;388;128;260
"Buchanan County, Virginia";21221;10735;10486;3662;1876;1786;12850;6760;6090;4709;2099;2610;388;133;255
"Buckingham County, Virginia";16999;9364;7635;3000;1558;1442;10659;6276;4383;3340;1530;1810;339;117;222
"Campbell County, Virginia";54973;26723;28250;10628;5385;5243;33402;16510;16892;10943;4828;6115;1320;502;818
"Caroline County, Virginia";30772;15214;15558;7079;3578;3501;18643;9374;9269;5050;2262;2788;534;186;348
"Carroll County, Virginia";29636;14676;14960;5384;2775;2609;16993;8544;8449;7259;3357;3902;776;270;506
"Charles City County, Virginia";6941;3345;3596;1052;519;533;4181;2062;2119;1708;764;944;177;59;118
"Charlotte County, Virginia";11938;5896;6042;2491;1306;1185;6793;3396;3397;2654;1194;1460;336;99;237
"Chesterfield County, Virginia";348556;168039;180517;82795;42718;40077;213733;102189;111544;52028;23132;28896;4935;1729;3206
"Clarke County, Virginia";14523;7238;7285;2888;1458;1430;8567;4333;4234;3068;1447;1621;327;122;205
"Craig County, Virginia";5064;2508;2556;888;457;431;2991;1510;1481;1185;541;644;133;37;96
"Culpeper County, Virginia";51859;25944;25915;12864;6455;6409;30836;15705;15131;8159;3784;4375;823;304;519
"Cumberland County, Virginia";9809;4736;5073;1900;954;946;5710;2780;2930;2199;1002;1197;217;77;140
"Dickenson County, Virginia";14523;7360;7163;2871;1485;1386;8454;4411;4043;3198;1464;1734;320;102;218
"Dinwiddie County, Virginia";28529;13941;14588;5686;2884;2802;17862;8805;9057;4981;2252;2729;496;172;324
"Essex County, Virginia";10919;5113;5806;2028;995;1033;6361;2993;3368;2530;1125;1405;273;98;175
"Fairfax County, Virginia";1150795;570871;579924;269162;137659;131503;726793;362301;364492;154840;70911;83929;17663;6690;10973
"Fauquier County, Virginia";70675;34991;35684;16513;8451;8062;42542;21135;21407;11620;5405;6215;1132;406;726
"Floyd County, Virginia";15795;7939;7856;3112;1623;1489;9079;4608;4471;3604;1708;1896;371;123;248
"Fluvanna County, Virginia";26783;12252;14531;5277;2640;2637;16088;7152;8936;5418;2460;2958;542;220;322
"Franklin County, Virginia";56195;27672;28523;10779;5448;5331;32197;15973;16224;13219;6251;6968;1259;466;793
"Frederick County, Virginia";88355;44026;44329;20386;10453;9933;52705;26516;26189;15264;7057;8207;1711;677;1034
"Giles County, Virginia";16844;8297;8547;3486;1756;1730;9677;4845;4832;3681;1696;1985;408;115;293
"Gloucester County, Virginia";37349;18376;18973;7479;3826;3653;22752;11267;11485;7118;3283;3835;751;266;485
"Goochland County, Virginia";23244;11401;11843;4119;2100;2019;13934;6808;7126;5191;2493;2698;512;214;298
"Grayson County, Virginia";15631;8047;7584;2612;1310;1302;9187;4974;4213;3832;1763;2069;464;155;309
"Greene County, Virginia";19779;9632;10147;4731;2380;2351;11616;5711;5905;3432;1541;1891;311;106;205
"Greensville County, Virginia";11627;7285;4342;2016;1061;955;7856;5420;2436;1755;804;951;160;67;93
"Halifax County, Virginia";34120;16355;17765;6921;3484;3437;18886;9297;9589;8313;3574;4739;1026;291;735
"Hanover County, Virginia";107239;52476;54763;23572;12184;11388;64635;31751;32884;19032;8541;10491;2233;778;1455
"Henrico County, Virginia";329261;156230;173031;74272;38127;36145;203944;97111;106833;51045;20992;30053;6985;2231;4754
"Henry County, Virginia";50953;24528;26425;9895;5085;4810;28880;14131;14749;12178;5312;6866;1560;544;1016
"Highland County, Virginia";2210;1100;1110;290;140;150;1160;584;576;760;376;384;72;24;48
"Isle of Wight County, Virginia";36953;18094;18859;7681;3895;3786;22197;11021;11176;7075;3178;3897;778;250;528
"James City County, Virginia";76397;36921;39476;15282;7759;7523;41814;20386;21428;19301;8776;10525;2327;921;1406
"King and Queen County, Virginia";7042;3567;3475;1236;618;618;4194;2194;2000;1612;755;857;196;67;129
"King George County, Virginia";26575;13459;13116;6621;3398;3223;16478;8412;8066;3476;1649;1827;341;128;213
"King William County, Virginia";16939;8291;8648;3909;2010;1899;10302;5061;5241;2728;1220;1508;244;81;163
"Lancaster County, Virginia";10783;5083;5700;1723;908;815;5164;2418;2746;3896;1757;2139;597;206;391
"Lee County, Virginia";23541;12237;11304;4412;2303;2109;14103;7600;6503;5026;2334;2692;455;175;280
"Loudoun County, Virginia";406850;201469;205381;115028;58412;56616;254020;126295;127725;37802;16762;21040;4269;1641;2628
"Louisa County, Virginia";36778;18169;18609;7407;3747;3660;22087;10933;11154;7284;3489;3795;642;264;378
"Lunenburg County, Virginia";12086;6400;5686;2243;1171;1072;7146;4010;3136;2697;1219;1478;280;88;192
"Madison County, Virginia";13295;6416;6879;2706;1327;1379;7630;3738;3892;2959;1351;1608;338;133;205
"Mathews County, Virginia";8802;4235;4567;1360;671;689;4708;2303;2405;2734;1261;1473;301;121;180
"Mecklenburg County, Virginia";30650;14885;15765;5681;2879;2802;17111;8491;8620;7858;3515;4343;884;314;570
"Middlesex County, Virginia";10769;5243;5526;1764;895;869;5652;2805;2847;3353;1543;1810;402;158;244
"Montgomery County, Virginia";98985;51452;47533;15305;7876;7429;71205;38005;33200;12475;5571;6904;1511;527;984
"Nelson County, Virginia";14836;7170;7666;2632;1325;1307;8151;3969;4182;4053;1876;2177;348;110;238
"New Kent County, Virginia";22391;11450;10941;4489;2322;2167;14042;7272;6770;3860;1856;2004;265;92;173
"Northampton County, Virginia";11735;5603;6132;2301;1200;1101;6336;3040;3296;3098;1363;1735;426;142;284
"Northumberland County, Virginia";12147;5956;6191;1764;943;821;5927;2858;3069;4456;2155;2301;500;228;272
"Nottoway County, Virginia";15420;8338;7082;2947;1469;1478;9514;5552;3962;2959;1317;1642;367;133;234
"Orange County, Virginia";36644;17877;18767;7722;3852;3870;21458;10687;10771;7464;3338;4126;815;321;494
"Page County, Virginia";23933;11830;12103;4757;2402;2355;14063;7044;7019;5113;2384;2729;544;199;345
"Patrick County, Virginia";17673;8730;8943;3078;1561;1517;9928;5024;4904;4667;2145;2522;484;152;332
"Pittsylvania County, Virginia";60949;30048;30901;11523;5804;5719;35636;18016;17620;13790;6228;7562;1465;487;978
"Powhatan County, Virginia";29189;15130;14059;5323;2795;2528;18542;9775;8767;5324;2560;2764;439;164;275
"Prince Edward County, Virginia";22950;11491;11459;3767;1938;1829;15404;7927;7477;3779;1626;2153;588;192;396
"Prince George County, Virginia";38082;20584;17498;8222;4190;4032;24513;13908;10605;5347;2486;2861;562;207;355
"Prince William County, Virginia";468011;233996;234015;127210;65575;61635;294482;147664;146818;46319;20757;25562;4035;1386;2649
"Pulaski County, Virginia";34066;17016;17050;6007;3032;2975;20245;10494;9751;7814;3490;4324;817;274;543
"Rappahannock County, Virginia";7252;3559;3693;1178;591;587;4093;2010;2083;1981;958;1023;200;86;114
"Richmond County, Virginia";9038;5084;3954;1553;785;768;5584;3522;2062;1901;777;1124;293;74;219
"Roanoke County, Virginia";94073;45334;48739;18648;9679;8969;55274;27031;28243;20151;8624;11527;2677;862;1815
"Rockbridge County, Virginia";22752;11270;11482;3985;2049;1936;12858;6374;6484;5909;2847;3062;735;320;415
"Rockingham County, Virginia";81244;39975;41269;17785;9143;8642;47987;23748;24239;15472;7084;8388;2076;760;1316
"Russell County, Virginia";26748;13083;13665;5052;2529;2523;15923;7949;7974;5773;2605;3168;562;209;353
"Scott County, Virginia";21534;10829;10705;3831;1940;1891;12492;6461;6031;5211;2428;2783;597;241;356
"Shenandoah County, Virginia";43497;21277;22220;9220;4669;4551;24834;12309;12525;9443;4299;5144;1110;382;728
"Smyth County, Virginia";30472;14944;15528;5857;3012;2845;17909;8993;8916;6706;2939;3767;836;289;547
"Southampton County, Virginia";17586;9142;8444;3197;1617;1580;10833;5860;4973;3556;1665;1891;390;136;254
"Spotsylvania County, Virginia";134238;65903;68335;33164;16929;16235;81945;40416;41529;19129;8558;10571;2062;747;1315
"Stafford County, Virginia";149960;75624;74336;39088;20008;19080;95198;48445;46753;15674;7171;8503;1393;558;835
"Surry County, Virginia";6474;3198;3276;1084;567;517;3922;1942;1980;1468;689;779;150;52;98
"Sussex County, Virginia";11237;6658;4579;1732;846;886;7509;4913;2596;1996;899;1097;236;98;138
"Tazewell County, Virginia";40855;20225;20630;7883;3913;3970;23882;12264;11618;9090;4048;5042;1086;349;737
"Warren County, Virginia";40003;19939;20064;8799;4483;4316;24784;12495;12289;6420;2961;3459;624;211;413
"Washington County, Virginia";54402;26798;27604;10061;5143;4918;31967;15996;15971;12374;5659;6715;1245;427;818
"Westmoreland County, Virginia";17830;8700;9130;3363;1747;1616;9947;4893;5054;4520;2060;2460;444;177;267
"Wise County, Virginia";38012;19779;18233;7477;3757;3720;23604;12850;10754;6931;3172;3759;672;244;428
"Wythe County, Virginia";28754;14037;14717;5672;2900;2772;16869;8343;8526;6213;2794;3419;683;218;465
"York County, Virginia";67846;33273;34573;16156;8093;8063;40733;20219;20514;10957;4961;5996;1218;430;788
"Alexandria city, Virginia";160530;77269;83261;29434;15138;14296;112631;54213;58418;18465;7918;10547;2282;740;1542
"Bristol city, Virginia";16482;7811;8671;3323;1677;1646;9683;4797;4886;3476;1337;2139;419;106;313
"Buena Vista city, Virginia";6237;2928;3309;1088;543;545;3930;1885;2045;1219;500;719;142;43;99
"Charlottesville city, Virginia";48117;23316;24801;7675;3954;3721;34862;16985;17877;5580;2377;3203;585;206;379
"Chesapeake city, Virginia";242634;118401;124233;58443;29751;28692;151956;74663;77293;32235;13987;18248;3404;1162;2242
"Colonial Heights city, Virginia";17833;8165;9668;4299;2097;2202;10039;4706;5333;3495;1362;2133;555;167;388
"Covington city, Virginia";5460;2637;2823;982;498;484;3318;1659;1659;1160;480;680;134;38;96
"Danville city, Virginia";40693;18720;21973;8821;4457;4364;23354;10942;12412;8518;3321;5197;1336;355;981
"Emporia city, Virginia";5121;2370;2751;1082;559;523;3003;1387;1616;1036;424;612;207;60;147
"Fairfax city, Virginia";24574;12216;12358;6141;3228;2913;14919;7516;7403;3514;1472;2042;493;143;350
"Falls Church city, Virginia";14772;7251;7521;3909;2038;1871;8909;4385;4524;1954;828;1126;208;67;141
"Franklin city, Virginia";8013;3616;4397;1897;982;915;4537;1987;2550;1579;647;932;221;61;160
"Fredericksburg city, Virginia";29144;13450;15694;6097;3097;3000;19797;9013;10784;3250;1340;1910;386;117;269
"Galax city, Virginia";6423;2979;3444;1403;699;704;3726;1795;1931;1294;485;809;261;71;190
"Hampton city, Virginia";134313;64558;69755;28086;14446;13640;85482;41428;44054;20745;8684;12061;2376;792;1584
"Harrisonburg city, Virginia";54033;25987;28046;9180;4641;4539;39769;19155;20614;5084;2191;2893;821;264;557
"Hopewell city, Virginia";22596;10536;12060;5867;2992;2875;13183;6134;7049;3546;1410;2136;441;118;323
"Lexington city, Virginia";7136;4008;3128;669;354;315;5311;3196;2115;1156;458;698;194;48;146
"Lynchburg city, Virginia";82126;38521;43605;15946;8112;7834;54357;25597;28760;11823;4812;7011;1983;633;1350
"Manassas city, Virginia";41641;20875;20766;11234;5829;5405;26087;13110;12977;4320;1936;2384;410;121;289
"Manassas Park city, Virginia";17307;8910;8397;3918;2085;1833;12005;6217;5788;1384;608;776;131;51;80
"Martinsville city, Virginia";12902;5976;6926;3194;1628;1566;7266;3392;3874;2442;956;1486;306;59;247
"Newport News city, Virginia";178626;86229;92397;41279;21111;20168;114006;55598;58408;23341;9520;13821;2946;931;2015
"Norfolk city, Virginia";244076;127235;116841;47785;24255;23530;168957;91495;77462;27334;11485;15849;3508;1195;2313
"Norton city, Virginia";3968;1859;2109;793;387;406;2435;1200;1235;740;272;468;94;26;68
"Petersburg city, Virginia";31567;14508;17059;7133;3654;3479;19079;8820;10259;5355;2034;3321;723;178;545
"Poquoson city, Virginia";12190;6096;6094;2699;1398;1301;7131;3598;3533;2360;1100;1260;230;82;148
"Portsmouth city, Virginia";94632;45452;49180;22052;11113;10939;58452;28545;29907;14128;5794;8334;1763;569;1194
"Radford city, Virginia";18339;8619;9720;2285;1150;1135;14382;6747;7635;1672;722;950;227;74;153
"Richmond city, Virginia";228783;108456;120327;40064;20184;19880;158547;75642;82905;30172;12630;17542;4164;1381;2783
"Roanoke city, Virginia";99920;47891;52029;22537;11524;11013;60863;29739;31124;16520;6628;9892;2389;713;1676
"Salem city, Virginia";25643;12201;13442;5115;2622;2493;15692;7578;8114;4836;2001;2835;658;204;454
"Staunton city, Virginia";24922;11435;13487;4835;2481;2354;14780;6745;8035;5307;2209;3098;738;220;518
"Suffolk city, Virginia";91185;44173;47012;22132;11355;10777;55889;27057;28832;13164;5761;7403;1487;468;1019
"Virginia Beach city, Virginia";450189;221065;229124;99573;50974;48599;286612;142574;144038;64004;27517;36487;7632;2705;4927
"Waynesboro city, Virginia";22628;10802;11826;5346;2732;2614;13220;6367;6853;4062;1703;2359;541;176;365
"Williamsburg city, Virginia";14896;6853;8043;1712;847;865;10752;4916;5836;2432;1090;1342;280;109;171
"Winchester city, Virginia";28108;13689;14419;6354;3289;3065;17288;8437;8851;4466;1963;2503;570;214;356
"Adams County, Washington";19759;10009;9750;7004;3583;3421;10570;5357;5213;2185;1069;1116;242;110;132
"Asotin County, Washington";22610;11023;11587;4588;2310;2278;12750;6222;6528;5272;2491;2781;653;287;366
"Benton County, Washington";201877;101150;100727;54000;27738;26262;117780;59357;58423;30097;14055;16042;3357;1228;2129
"Chelan County, Washington";77036;38521;38515;18022;9349;8673;44318;22242;22076;14696;6930;7766;1846;688;1158
"Clallam County, Washington";76737;37842;38895;13055;6692;6363;40962;20550;20412;22720;10600;12120;2653;1057;1596
"Clark County, Washington";481857;238118;243739;115356;58874;56482;291971;145326;146645;74530;33918;40612;7539;2716;4823
"Columbia County, Washington";4059;1982;2077;765;390;375;2163;1050;1113;1131;542;589;133;51;82
"Cowlitz County, Washington";108987;53938;55049;25037;12671;12366;63324;31644;31680;20626;9623;11003;2236;839;1397
"Douglas County, Washington";42907;21740;21167;11064;5705;5359;24305;12519;11786;7538;3516;4022;866;312;554
"Ferry County, Washington";7649;3909;3740;1333;712;621;4234;2131;2103;2082;1066;1016;176;62;114
"Franklin County, Washington";94347;48752;45595;30524;15363;15161;55129;29227;25902;8694;4162;4532;796;316;480
"Garfield County, Washington";2247;1099;1148;478;244;234;1198;582;616;571;273;298;85;35;50
"Grant County, Washington";97331;49539;47792;28591;14503;14088;55391;28626;26765;13349;6410;6939;1514;596;918
"Grays Harbor County, Washington";73901;37819;36082;15108;7649;7459;42825;22481;20344;15968;7689;8279;1580;631;949
"Island County, Washington";84460;42115;42345;15319;7769;7550;48378;24671;23707;20763;9675;11088;2060;837;1223
"Jefferson County, Washington";31729;15528;16201;3754;1882;1872;16282;7957;8325;11693;5689;6004;1028;438;590
"King County, Washington";2233163;1121104;1112059;452859;230557;222302;1485194;759418;725776;295110;131129;163981;38366;13479;24887
"Kitsap County, Washington";269805;137982;131823;55252;28284;26968;166459;87355;79104;48094;22343;25751;4992;1825;3167
"Kittitas County, Washington";47364;23889;23475;8096;4092;4004;31676;16047;15629;7592;3750;3842;781;307;474
"Klickitat County, Washington";22107;11157;10950;4279;2203;2076;12546;6323;6223;5282;2631;2651;469;162;307
"Lewis County, Washington";79604;39780;39824;17018;8767;8251;45881;22995;22886;16705;8018;8687;1728;672;1056
"Lincoln County, Washington";10740;5492;5248;2328;1214;1114;5666;2903;2763;2746;1375;1371;342;127;215
"Mason County, Washington";65507;34046;31461;12729;6695;6034;37842;20140;17702;14936;7211;7725;1303;529;774
"Okanogan County, Washington";42132;21211;20921;9769;5033;4736;23269;11649;11620;9094;4529;4565;882;323;559
